Game	GameID	Players	Rounds	Turns	Ticks	P0_Score	P0_Ordinal	P0_Type	P1_Score	P1_Ordinal	P1_Type	P2_Score	P2_Ordinal	P2_Type	P3_Score	P3_Ordinal	P3_Type	P4_Score	P4_Ordinal	P4_Type	P5_Score	P5_Ordinal	P5_Type	P6_Score	P6_Ordinal	P6_Type	P7_Score	P7_Ordinal	P7_Type	P8_Score	P8_Ordinal	P8_Type
SushiGo	685	4	2	87	92	39.0	1	rhea	32.0	2	MCTSPlayer	20.0	4	Random	32.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	686	4	2	87	94	28.0	3	rhea	34.0	2	MCTSPlayer	23.0	4	Random	36.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	687	4	2	87	94	34.0	1	rhea	20.0	4	MCTSPlayer	24.0	3	Random	25.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	688	4	2	87	92	35.0	1	rhea	28.0	3	MCTSPlayer	17.0	4	Random	29.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	689	4	2	87	92	34.0	1	rhea	28.0	2	MCTSPlayer	23.0	4	Random	24.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	690	4	2	87	96	35.0	2	rhea	47.0	1	MCTSPlayer	23.0	4	Random	29.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	691	4	2	87	92	34.0	2	rhea	39.0	1	MCTSPlayer	18.0	4	Random	32.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	692	4	2	87	94	32.0	1	rhea	28.0	3	MCTSPlayer	20.0	4	Random	30.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	693	4	2	87	92	37.0	1	rhea	17.0	4	MCTSPlayer	23.0	3	Random	32.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	694	4	2	87	92	35.0	2	rhea	37.0	1	MCTSPlayer	8.00	4	Random	27.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	695	4	2	87	96	41.0	1	rhea	17.0	4	MCTSPlayer	20.0	3	Random	24.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	696	4	2	87	90	34.0	1	rhea	31.0	2	MCTSPlayer	17.0	4	Random	25.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	697	4	2	87	90	29.0	2	rhea	16.0	4	MCTSPlayer	32.0	1	Random	28.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	698	4	2	87	92	40.0	1	rhea	28.0	2	MCTSPlayer	15.0	4	Random	25.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	699	4	2	87	92	23.0	2	rhea	30.0	1	MCTSPlayer	22.0	3	Random	21.0	4	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	700	4	2	87	94	35.0	1	rhea	33.0	2	MCTSPlayer	26.0	4	Random	28.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	701	4	2	87	90	19.0	4	rhea	38.0	2	MCTSPlayer	39.0	1	Random	28.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	702	4	2	87	92	32.0	2	rhea	33.0	1	MCTSPlayer	25.0	4	OSLA	29.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	703	4	2	87	90	25.0	3	rhea	34.0	1	MCTSPlayer	29.0	2	OSLA	24.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	704	4	2	87	94	30.0	2	rhea	41.0	1	MCTSPlayer	27.0	3	OSLA	26.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	705	4	2	87	96	21.0	3	rhea	33.0	1	MCTSPlayer	18.0	4	OSLA	26.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	706	4	2	87	94	28.0	2	rhea	39.0	1	MCTSPlayer	24.0	4	OSLA	27.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	707	4	2	87	90	34.0	1	rhea	25.0	4	MCTSPlayer	29.0	3	OSLA	30.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	708	4	2	87	90	45.0	1	rhea	35.0	2	MCTSPlayer	26.0	3	OSLA	25.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	709	4	2	87	92	26.0	3	rhea	27.0	2	MCTSPlayer	36.0	1	OSLA	18.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	710	4	2	87	92	30.0	1	rhea	29.0	2	MCTSPlayer	28.0	3	OSLA	20.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	711	4	2	87	90	34.0	2	rhea	38.0	1	MCTSPlayer	25.0	4	OSLA	27.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	712	4	2	87	94	29.0	2	rhea	35.0	1	MCTSPlayer	26.0	3	OSLA	26.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	713	4	2	87	94	29.0	3	rhea	22.0	4	MCTSPlayer	35.0	1	OSLA	31.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	714	4	2	87	94	44.0	1	rhea	35.0	2	MCTSPlayer	21.0	3	OSLA	21.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	715	4	2	87	94	33.0	1	rhea	22.0	4	MCTSPlayer	31.0	2	OSLA	25.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	716	4	2	87	92	27.0	4	rhea	41.0	1	MCTSPlayer	30.0	3	OSLA	38.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	717	4	2	87	96	48.0	1	rhea	30.0	3	MCTSPlayer	29.0	4	OSLA	32.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	718	4	2	87	94	33.0	3	rhea	40.0	1	MCTSPlayer	34.0	2	OSLA	12.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	719	4	2	87	92	31.0	1	rhea	29.0	2	MCTSPlayer	22.0	4	OSLA	25.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	720	4	2	87	96	25.0	3	rhea	31.0	1	MCTSPlayer	22.0	4	OSLA	27.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	721	4	2	87	92	33.0	1	rhea	32.0	2	MCTSPlayer	32.0	2	OSLA	8.00	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	722	4	2	87	90	33.0	2	rhea	34.0	1	MCTSPlayer	19.0	4	OSLA	25.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	723	4	2	87	94	39.0	1	rhea	28.0	3	MCTSPlayer	31.0	2	OSLA	22.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	724	4	2	87	94	35.0	2	rhea	38.0	1	MCTSPlayer	34.0	3	OSLA	31.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	725	4	2	87	90	28.0	3	rhea	30.0	2	MCTSPlayer	21.0	4	OSLA	39.0	1	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	726	4	2	87	94	33.0	1	rhea	25.0	2	MCTSPlayer	21.0	4	OSLA	22.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	727	4	2	87	90	46.0	1	rhea	29.0	3	MCTSPlayer	36.0	2	OSLA	22.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	728	4	2	87	92	19.0	4	rhea	32.0	1	MCTSPlayer	31.0	2	OSLA	22.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	729	4	2	87	92	39.0	1	rhea	25.0	3	MCTSPlayer	31.0	2	OSLA	24.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	730	4	2	87	90	25.0	2	rhea	31.0	1	MCTSPlayer	16.0	4	OSLA	24.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	731	4	2	87	90	30.0	1	rhea	25.0	3	MCTSPlayer	26.0	2	OSLA	23.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	732	4	2	87	90	36.0	1	rhea	28.0	3	MCTSPlayer	23.0	4	OSLA	34.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	733	4	2	87	92	44.0	1	rhea	24.0	3	MCTSPlayer	28.0	2	OSLA	13.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	734	4	2	87	92	34.0	1	rhea	33.0	2	MCTSPlayer	24.0	3	OSLA	21.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	735	4	2	87	92	32.0	2	rhea	33.0	1	MCTSPlayer	31.0	3	OSLA	27.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	736	4	2	87	92	31.0	3	rhea	36.0	1	MCTSPlayer	35.0	2	OSLA	31.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	737	4	2	87	92	28.0	3	rhea	38.0	1	MCTSPlayer	29.0	2	OSLA	19.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	738	4	2	87	90	32.0	1	rhea	31.0	2	MCTSPlayer	24.0	3	OSLA	23.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	739	4	2	87	96	44.0	1	rhea	31.0	2	MCTSPlayer	23.0	3	OSLA	14.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	740	4	2	87	92	42.0	1	rhea	25.0	4	MCTSPlayer	26.0	3	OSLA	33.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	741	4	2	87	96	31.0	1	rhea	30.0	3	MCTSPlayer	31.0	1	OSLA	28.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	742	4	2	87	92	27.0	3	rhea	24.0	4	MCTSPlayer	36.0	1	OSLA	31.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	743	4	2	87	100	35.0	1	rhea	34.0	2	MCTSPlayer	31.0	3	OSLA	24.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	744	4	2	87	92	23.0	4	rhea	29.0	3	MCTSPlayer	32.0	2	OSLA	33.0	1	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	745	4	2	87	94	31.0	1	rhea	26.0	3	MCTSPlayer	27.0	2	OSLA	19.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	746	4	2	87	90	32.0	2	rhea	36.0	1	MCTSPlayer	28.0	3	OSLA	21.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	747	4	2	87	90	31.0	2	rhea	44.0	1	MCTSPlayer	22.0	3	OSLA	19.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	748	4	2	87	90	27.0	3	rhea	34.0	1	MCTSPlayer	25.0	4	OSLA	30.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	749	4	2	87	90	24.0	4	rhea	37.0	1	MCTSPlayer	25.0	3	OSLA	28.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	750	4	2	87	90	31.0	2	rhea	41.0	1	MCTSPlayer	24.0	3	OSLA	23.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	751	4	2	87	92	36.0	2	rhea	40.0	1	MCTSPlayer	20.0	4	OSLA	28.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	752	4	2	87	92	33.0	1	rhea	33.0	1	MCTSPlayer	24.0	3	OSLA	23.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	753	4	2	87	92	22.0	3	rhea	39.0	1	MCTSPlayer	19.0	4	OSLA	32.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	754	4	2	87	94	25.0	3	rhea	29.0	2	MCTSPlayer	32.0	1	OSLA	20.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	755	4	2	87	90	32.0	2	rhea	42.0	1	MCTSPlayer	27.0	4	OSLA	32.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	756	4	2	87	98	32.0	1	rhea	26.0	4	MCTSPlayer	28.0	3	OSLA	32.0	1	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	757	4	2	87	90	29.0	3	rhea	41.0	1	MCTSPlayer	19.0	4	OSLA	32.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	758	4	2	87	96	34.0	2	rhea	37.0	1	MCTSPlayer	31.0	3	OSLA	19.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	759	4	2	87	92	26.0	3	rhea	31.0	2	MCTSPlayer	37.0	1	OSLA	26.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	760	4	2	87	92	25.0	2	rhea	20.0	3	MCTSPlayer	30.0	1	OSLA	18.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	761	4	2	87	94	36.0	1	rhea	29.0	3	MCTSPlayer	34.0	2	OSLA	12.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	762	4	2	87	90	37.0	1	rhea	31.0	2	MCTSPlayer	18.0	4	OSLA	27.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	763	4	2	87	96	37.0	2	rhea	38.0	1	MCTSPlayer	27.0	3	OSLA	26.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	764	4	2	87	96	27.0	2	rhea	30.0	1	MCTSPlayer	27.0	2	OSLA	26.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	765	4	2	87	94	19.0	3	rhea	34.0	1	MCTSPlayer	22.0	2	OSLA	17.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	766	4	2	87	90	49.0	1	rhea	36.0	2	MCTSPlayer	22.0	4	OSLA	25.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	767	4	2	87	92	34.0	3	rhea	24.0	4	MCTSPlayer	40.0	1	OSLA	35.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	768	4	2	87	90	20.0	3	rhea	33.0	1	MCTSPlayer	20.0	3	OSLA	24.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	769	4	2	87	92	24.0	2	rhea	27.0	1	MCTSPlayer	22.0	3	OSLA	16.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	770	4	2	87	92	26.0	3	rhea	32.0	1	MCTSPlayer	21.0	4	OSLA	29.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	771	4	2	87	94	34.0	2	rhea	30.0	3	MCTSPlayer	35.0	1	OSLA	20.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	772	4	2	87	92	28.0	3	rhea	36.0	1	MCTSPlayer	31.0	2	OSLA	15.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	773	4	2	87	92	27.0	2	rhea	24.0	4	MCTSPlayer	27.0	2	OSLA	31.0	1	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	774	4	2	87	96	40.0	1	rhea	21.0	4	MCTSPlayer	27.0	2	OSLA	25.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	775	4	2	87	92	37.0	1	rhea	23.0	3	MCTSPlayer	19.0	4	OSLA	31.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	776	4	2	87	90	34.0	2	rhea	35.0	1	MCTSPlayer	28.0	3	OSLA	22.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	777	4	2	87	94	34.0	2	rhea	21.0	3	MCTSPlayer	47.0	1	OSLA	17.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	778	4	2	87	92	42.0	1	rhea	28.0	2	MCTSPlayer	24.0	3	OSLA	24.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	779	4	2	87	90	34.0	1	rhea	26.0	3	MCTSPlayer	25.0	4	OSLA	28.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	780	4	2	87	90	31.0	1	rhea	25.0	2	MCTSPlayer	22.0	4	OSLA	25.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	781	4	2	87	92	32.0	2	rhea	34.0	1	MCTSPlayer	29.0	3	OSLA	23.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	782	4	2	87	94	33.0	2	rhea	34.0	1	MCTSPlayer	21.0	3	OSLA	16.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	783	4	2	87	90	28.0	4	rhea	36.0	1	MCTSPlayer	33.0	2	OSLA	29.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	784	4	2	87	98	37.0	1	rhea	25.0	4	MCTSPlayer	27.0	3	OSLA	31.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	785	4	2	87	92	39.0	1	rhea	35.0	2	MCTSPlayer	26.0	3	OSLA	26.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	786	4	2	87	92	34.0	2	rhea	46.0	1	MCTSPlayer	24.0	3	OSLA	16.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	787	4	2	87	92	26.0	4	rhea	39.0	1	MCTSPlayer	35.0	2	OSLA	34.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	788	4	2	87	98	38.0	2	rhea	25.0	3	MCTSPlayer	21.0	4	OSLA	41.0	1	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	789	4	2	87	92	29.0	2	rhea	21.0	4	MCTSPlayer	39.0	1	OSLA	24.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	790	4	2	87	90	30.0	2	rhea	34.0	1	MCTSPlayer	30.0	2	OSLA	27.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	791	4	2	87	98	35.0	1	rhea	35.0	1	MCTSPlayer	28.0	3	OSLA	18.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	792	4	2	87	92	30.0	2	rhea	31.0	1	MCTSPlayer	26.0	4	OSLA	28.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	793	4	2	87	92	34.0	2	rhea	31.0	3	MCTSPlayer	39.0	1	OSLA	17.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	794	4	2	87	96	36.0	1	rhea	31.0	2	MCTSPlayer	26.0	3	OSLA	19.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	795	4	2	87	90	22.0	3	rhea	30.0	2	MCTSPlayer	19.0	4	OSLA	32.0	1	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	796	4	2	87	90	22.0	4	rhea	35.0	1	MCTSPlayer	25.0	2	OSLA	24.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	797	4	2	87	96	29.0	3	rhea	36.0	1	MCTSPlayer	24.0	4	OSLA	34.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	798	4	2	87	90	31.0	3	rhea	27.0	4	MCTSPlayer	35.0	1	OSLA	35.0	1	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	799	4	2	87	90	40.0	1	rhea	34.0	2	MCTSPlayer	18.0	4	OSLA	26.0	3	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	800	4	2	87	94	36.0	2	rhea	27.0	3	MCTSPlayer	38.0	1	OSLA	20.0	4	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	801	4	2	87	96	28.0	4	rhea	29.0	3	MCTSPlayer	36.0	1	OSLA	34.0	2	Random	0	0		0	0		0	0		0	0		0	0	
SushiGo	802	4	2	87	90	29.0	2	rhea	18.0	4	Random	34.0	1	MCTSPlayer	22.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	803	4	2	87	92	25.0	4	rhea	26.0	3	Random	30.0	2	MCTSPlayer	37.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	804	4	2	87	94	40.0	1	rhea	19.0	4	Random	25.0	2	MCTSPlayer	25.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	805	4	2	87	94	34.0	1	rhea	20.0	4	Random	27.0	3	MCTSPlayer	33.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	806	4	2	87	94	33.0	2	rhea	25.0	3	Random	34.0	1	MCTSPlayer	20.0	4	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	807	4	2	87	96	24.0	3	rhea	13.0	4	Random	27.0	1	MCTSPlayer	26.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	808	4	2	87	90	28.0	1	rhea	18.0	4	Random	27.0	2	MCTSPlayer	27.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	809	4	2	87	92	41.0	1	rhea	19.0	4	Random	22.0	3	MCTSPlayer	29.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	810	4	2	87	92	27.0	3	rhea	23.0	4	Random	33.0	1	MCTSPlayer	32.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	811	4	2	87	94	47.0	1	rhea	19.0	4	Random	33.0	2	MCTSPlayer	31.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	812	4	2	87	90	29.0	3	rhea	26.0	4	Random	38.0	1	MCTSPlayer	33.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	813	4	2	87	90	41.0	1	rhea	12.0	4	Random	24.0	3	MCTSPlayer	31.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	814	4	2	87	90	48.0	1	rhea	13.0	4	Random	45.0	2	MCTSPlayer	31.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	815	4	2	87	90	28.0	2	rhea	16.0	4	Random	42.0	1	MCTSPlayer	27.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	816	4	2	87	94	49.0	1	rhea	23.0	4	Random	34.0	2	MCTSPlayer	30.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	817	4	2	87	92	23.0	3	rhea	24.0	2	Random	15.0	4	MCTSPlayer	34.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	818	4	2	87	92	31.0	1	rhea	19.0	4	Random	26.0	2	MCTSPlayer	25.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	819	4	2	87	92	37.0	1	rhea	17.0	4	Random	26.0	3	MCTSPlayer	29.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	820	4	2	87	90	30.0	3	rhea	27.0	4	Random	36.0	1	MCTSPlayer	32.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	821	4	2	87	90	26.0	3	rhea	28.0	2	Random	34.0	1	MCTSPlayer	26.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	822	4	2	87	92	24.0	3	rhea	22.0	4	Random	32.0	1	MCTSPlayer	31.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	823	4	2	87	92	28.0	2	rhea	15.0	4	Random	22.0	3	MCTSPlayer	29.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	824	4	2	87	90	26.0	3	rhea	20.0	4	Random	33.0	2	MCTSPlayer	45.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	825	4	2	87	96	28.0	2	rhea	23.0	4	Random	33.0	1	MCTSPlayer	24.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	826	4	2	87	94	29.0	3	rhea	20.0	4	Random	44.0	1	MCTSPlayer	35.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	827	4	2	87	90	35.0	1	rhea	30.0	2	Random	17.0	4	MCTSPlayer	29.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	828	4	2	87	92	46.0	1	rhea	23.0	3	Random	29.0	2	MCTSPlayer	22.0	4	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	829	4	2	87	90	34.0	1	rhea	8.00	4	Random	34.0	1	MCTSPlayer	30.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	830	4	2	87	92	33.0	1	rhea	23.0	4	Random	31.0	2	MCTSPlayer	31.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	831	4	2	87	90	33.0	3	rhea	22.0	4	Random	34.0	2	MCTSPlayer	36.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	832	4	2	87	98	28.0	2	rhea	24.0	3	Random	32.0	1	MCTSPlayer	23.0	4	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	833	4	2	87	90	21.0	3	rhea	25.0	2	Random	41.0	1	MCTSPlayer	21.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	834	4	2	87	96	35.0	1	rhea	18.0	4	Random	35.0	1	MCTSPlayer	24.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	835	4	2	87	94	24.0	3	rhea	23.0	4	Random	30.0	2	MCTSPlayer	33.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	836	4	2	87	94	41.0	1	rhea	20.0	4	Random	25.0	3	MCTSPlayer	36.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	837	4	2	87	92	30.0	2	rhea	22.0	4	Random	36.0	1	MCTSPlayer	25.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	838	4	2	87	90	37.0	1	rhea	22.0	4	Random	23.0	3	MCTSPlayer	36.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	839	4	2	87	92	30.0	2	rhea	17.0	4	Random	39.0	1	MCTSPlayer	28.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	840	4	2	87	90	37.0	2	rhea	15.0	4	Random	40.0	1	MCTSPlayer	29.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	841	4	2	87	92	29.0	3	rhea	16.0	4	Random	30.0	2	MCTSPlayer	34.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	842	4	2	87	90	27.0	2	rhea	19.0	4	Random	32.0	1	MCTSPlayer	27.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	843	4	2	87	94	32.0	2	rhea	14.0	4	Random	32.0	2	MCTSPlayer	40.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	844	4	2	87	92	30.0	2	rhea	28.0	3	Random	33.0	1	MCTSPlayer	27.0	4	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	845	4	2	87	90	33.0	1	rhea	11.0	4	Random	30.0	2	MCTSPlayer	27.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	846	4	2	87	94	31.0	2	rhea	14.0	4	Random	23.0	3	MCTSPlayer	33.0	1	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	847	4	2	87	92	31.0	3	rhea	23.0	4	Random	33.0	1	MCTSPlayer	32.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	848	4	2	87	96	19.0	3	rhea	18.0	4	Random	42.0	1	MCTSPlayer	25.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	849	4	2	87	92	33.0	2	rhea	21.0	4	Random	40.0	1	MCTSPlayer	22.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	850	4	2	87	92	40.0	1	rhea	20.0	3	Random	18.0	4	MCTSPlayer	26.0	2	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	851	4	2	87	96	45.0	1	rhea	20.0	4	Random	40.0	2	MCTSPlayer	24.0	3	OSLA	0	0		0	0		0	0		0	0		0	0	
SushiGo	852	4	2	87	90	28.0	2	rhea	25.0	3	Random	37.0	1	MCTSPlayer	23.0	4	OSLA	0	0		0	0		0	0		0	0		0	0	
